"episode"	"instance"	"seed"	"A_DN_HistogramMode_5"	"A_DN_HistogramMode_10"	"A_CO_f1ecac"	"A_CO_FirstMin_ac"	"A_CO_HistogramAMI_even_2_5"	"A_CO_trev_1_num"	"A_MD_hrv_classic_pnn40"	"A_SB_BinaryStats_mean_longstretch1"	"A_SB_TransitionMatrix_3ac_sumdiagcov"	"A_PD_PeriodicityWang_th0_01"	"A_CO_Embed2_Dist_tau_d_expfit_meandiff"	"A_IN_AutoMutualInfoStats_40_gaussian_fmmi"	"A_FC_LocalSimple_mean1_tauresrat"	"A_DN_OutlierInclude_p_001_mdrmd"	"A_DN_OutlierInclude_n_001_mdrmd"	"A_SP_Summaries_welch_rect_area_5_1"	"A_SB_BinaryStats_diff_longstretch0"	"A_SB_MotifThree_quantile_hh"	"A_SC_FluctAnal_2_rsrangefit_50_1_logi_prop_r1"	"A_SC_FluctAnal_2_dfa_50_1_2_logi_prop_r1"	"A_SP_Summaries_welch_rect_centroid"	"A_FC_LocalSimple_mean3_stderr"	"A_DN_Mean"	"A_DN_Spread_Std"	"R_DN_HistogramMode_5"	"R_DN_HistogramMode_10"	"R_CO_f1ecac"	"R_CO_FirstMin_ac"	"R_CO_HistogramAMI_even_2_5"	"R_CO_trev_1_num"	"R_MD_hrv_classic_pnn40"	"R_SB_BinaryStats_mean_longstretch1"	"R_SB_TransitionMatrix_3ac_sumdiagcov"	"R_PD_PeriodicityWang_th0_01"	"R_CO_Embed2_Dist_tau_d_expfit_meandiff"	"R_IN_AutoMutualInfoStats_40_gaussian_fmmi"	"R_FC_LocalSimple_mean1_tauresrat"	"R_DN_OutlierInclude_p_001_mdrmd"	"R_DN_OutlierInclude_n_001_mdrmd"	"R_SP_Summaries_welch_rect_area_5_1"	"R_SB_BinaryStats_diff_longstretch0"	"R_SB_MotifThree_quantile_hh"	"R_SC_FluctAnal_2_rsrangefit_50_1_logi_prop_r1"	"R_SC_FluctAnal_2_dfa_50_1_2_logi_prop_r1"	"R_SP_Summaries_welch_rect_centroid"	"R_FC_LocalSimple_mean3_stderr"	"R_DN_Mean"	"R_DN_Spread_Std"
"1226"	88	9	3	-0.0666666766871082	-0.375027787064961	1	1	0.00161199014185063	0.861670453227373	0.791479147914791	10	0.04	3	0.10661066118198	2	0.00053276505061268	0.3879	-0.1548	0.225572994023861	6	1.97436602110715	0.86	0.8	1.56082545167374	1.12947404698045	3.92685883809918e-15	1.00000000000003	-9.9900000000036	-4.9900000000018	1	10000	0	100.010001000208	0.0001000100010001	9998	0.333333333333333	0	0.00157485672785396	40	1	0.000199999999999978	-0.9998	0.199870120847092	1	0	0.64	0.6	1.570796326795	0.333383344586278	1.23273717622663e-15	1.00000000000001
"1227"	128	9	3	-0.106038603004732	-0.402205977517019	1	1	0.00283834953085696	0.853710071674186	0.7996799679968	16	0.173333333333333	3	0.127028067438731	2	0.000513610683102209	0.414	-0.15975	0.237595439927239	5	1.97553300555733	0.78	0.8	1.5654273940374	1.12316477259165	8.77317107850217e-15	1.00000000000003	-5.92565738247767	-2.95172882481404	3	9994	0.00337315855824736	3.90700234898924	0.0004000400040004	9993	0.333333333333333	0	9.52698425856909e-05	1	1	0.000699999999999923	-0.9996	0.732974656828814	1	0	0.18	0.16	0.352432086016749	0.482654523281906	2.87506199403431e-15	0.99999999999941
"1228"	168	9	3	-0.0248869410572458	-0.355119104694499	1	1	0.00136389324284178	0.860804552426175	0.790679067906791	11	0.226666666666667	4	0.11882904842055	3	0.000556483027267668	0.419	-0.1548	0.235367413962021	6	1.9881708315196	0.88	0.72	1.530529331113	1.12061933033085	1.11500253474617e-14	0.999999999999987	-8.67733214914172	-4.3280291884831	2	9990	0.00391910149323966	19.067251822052	0.0004000400040004	9989	0.333333333333333	0	0.000999923059491365	1	0.2	0.0011000000000001	-0.9992	0.519043340021787	1	0	0.24	0.18	0.548398131669153	0.332579575524588	3.02611061209213e-15	0.999999999999987
"1229"	208	9	3	-0.0486677294387065	-0.370375082189951	1	1	0.00282966395092367	0.836532808931386	0.803380338033803	8	0.0625	3	0.111051140873942	2	0.000429737859905458	0.4387	-0.15825	0.233815576574302	7	1.98204169661777	0.86	0.8	1.56696137482529	1.12139666731505	1.06977537939201e-14	0.999999999999963	-9.99000000000005	-4.99000000000002	1	10000	0	100.010001000102	0.0001000100010001	9998	0.333333333333333	0	0.00157485672785395	40	1	0.000199999999999978	-0.9998	0.19987012084695	1	0	0.64	0.64	1.570796326795	0.33338334458616	1.37591119053759e-15	0.999999999999652
"1230"	288	9	3	0.0169259300151368	-0.339783816535023	1	1	0.00184168397548714	0.880478704488036	0.803980398039804	12	0.104166666666667	3	0.105611153902579	2	0.000466635557629491	0.4499	-0.15065	0.234045003252491	6	1.9804097585167	0.86	0.72	1.55622350931009	1.12473770132865	1.32303501487741e-14	1.00000000000001	-7.05727858428519	-3.52156787071545	2	9998	0	35.3641799716968	0.0001000100010001	9997	0.333333333333333	0	0.00155471371290685	40	0.5	0.000299999999999967	-0.9997	0.386860369051964	1	0	0.12	0.44	0.831801082231044	0.527130617380864	2.27926115481392e-15	0.999999999999987
"1231"	328	9	3	-0.043010938354451	-0.365600777945051	1	1	0.00124165952346305	0.953172953214403	0.796579657965797	10	0.08	5	0.107409516878141	2	0.000521648408972353	0.36785	-0.1535	0.228690546807117	6	1.98064828528264	0.86	0.82	1.55392253812826	1.12847591665304	1.28692282524989e-14	1.00000000000004	-5.82514600125691	-2.9007199421267	3	9992	0.00479468403574887	5.69314913943867	0.0003000300030003	9991	0.333333333333333	0	0.000731068007007586	1	0.125	0.000899999999999901	-0.9996	0.702267144151125	1	0	0.26	0.18	0.325587422228749	0.519911674736991	-2.68257707713992e-15	1.00000000000027
"1232"	9	10	3	-0.211847677741929	-0.499979915152745	1	2	0.00112400762487947	0.870347902752724	0.861786178617862	13	0.08	2	0.128183862183125	1	0.000506329113924051	0.3714	-0.1656	0.248865351367992	7	2.09977431672376	0.88	0.78	1.48566039306734	1.11747047840122	-9.30363563966807e-15	1.00000000000003	-0.435834297893679	0.596016001381111	659	7416	0.0533120327557074	0.0736788879476135	0.0014001400140014	6879	0.166666666666667	732	0.0191677832327591	40	0.00167037861915367	0.9578	-0.9905	0.973466348530811	1	1.08639565551093	0.86	0.22	0.00191747598485718	0.129933817286726	1.41366474082361e-14	1.00000000000006
"1233"	49	10	3	-0.25237918114345	-0.53446677984337	1	5	0.00193574993440271	0.773414533068351	0.872287228722872	13	0.0625	6	0.133431051501462	4	0.000443458980044346	0.3627	-0.18755	0.261579750268268	7	2.11237553802844	0.88	0.8	1.42430116155191	1.11283105000355	1.31383792734141e-15	1.00000000000002	-0.826008102603555	-0.095899441016452	748	8523	0.186794815826778	0.038318787796907	0.0017001700170017	8102	0.04	0	0.0224509313495044	40	0.00105485232067511	0.6996	-0.9499	0.98866406174948	1	0.612213622845324	0.58	0.64	0.00153398078788574	0.0969181499251414	-1.46165302084e-15	1.00000000000012
"1234"	89	10	3	-0.208018290311809	-0.515123213080177	1	2	0.00227972472193373	0.820496628208086	0.873587358735874	14	0.04	6	0.128481710159708	1	0.00055005500550055	0.3781	-0.1707	0.275833964080938	7	2.114382642617	0.86	0.76	1.37981571870323	1.10535456933837	1.47120760018993e-14	0.999999999999982	-5.9294095637519	-2.83538854646125	4	8186	0.00171276693184603	4.80940155428178	0.0016001600160016	8185	0.166666666666667	0	0.000291581989331685	3	0.000502386335091685	0.5488	-0.9902	0.727919766812547	1	1.00247741744075	0.88	0.32	0.286087416940691	0.425656119638076	3.81285325534719e-13	1.00000000000012
"1235"	129	10	3	-0.213762801102248	-0.519826020730151	1	2	0.00142518720695837	0.844181877462432	0.876587658765877	10	0.0625	3	0.128954312927912	1	0.00043956043956044	0.3694	-0.1907	0.263115818292973	7	2.11294659664826	0.84	0.74	1.41164582005185	1.11318953209392	5.16134912587063e-15	1.00000000000002	-2.29668088176091	-0.726008912198713	713	7335	0.0137794043556447	1.06443968205848	0.0012001200120012	7334	0.166666666666667	0	0.000637860560321781	40	0.000547945205479452	0.6144	-0.8929	0.910746413752584	1	0.764887737663201	0.84	0.76	0.00191747598485718	0.187004222182305	5.97542659797057e-13	1.00000000000018
"1236"	169	10	3	-0.216628951490574	-0.515342896358869	1	3	0.0021562292159804	0.763992771352397	0.871987198719872	11	0.0416666666666667	5	0.126375495069897	2	0.000468164794007491	0.3885	-0.18155	0.262064068061595	7	2.11789576711488	0.82	0.74	1.37828173791534	1.11878318110423	4.18700629722935e-15	0.999999999999987	-9.37088443379709	-4.53693967912869	1	6152	0	83.8979163820675	0.0009000900090009	6151	0.166666666666667	0	0.0017018544370986	40	0.000273373428102788	0.4893	-0.9897	0.272279402789067	1	0.925499607313972	0.52	0.86	1.41394679123368	0.314949221154676	-3.67241459464651e-14	1.00000000000015
"1237"	209	10	3	-0.204722033859631	-0.507941126813469	1	3	0.00214905990648371	0.774242304023046	0.865986598659866	12	0.0625	6	0.122230693886532	2	0.000472366556447804	0.38575	-0.19605	0.266329679742952	7	2.11299566279075	0.82	0.78	1.37828173791534	1.11446810932267	-3.75066783186995e-15	1.00000000000002	0.567739411396369	0.951064597152959	2036	7006	0.667215094183935	0.00523581924802604	0.0012001200120012	5894	0.166666666666667	2539	0.0710532423292926	40	0.000289855072463768	0.7669	-0.7005	0.997102840897926	1	1.07545942019632	0.5	0.88	0.000383495196971436	0.0492797587952501	6.22113782711153e-13	0.99999999999999
"1238"	249	10	3	-0.178946735642249	-0.500369277565908	1	3	0.00104395649599912	0.752531195684246	0.873187318731873	15	0.0833333333333333	3	0.141362187416152	2	0.000446229361892012	0.3619	-0.1797	0.262021743786439	7	2.11309293131043	0.84	0.82	1.3801992139002	1.12168636829582	-7.73791031249971e-15	1.00000000000003	-0.697627894943238	0.302844908368522	787	7959	0.114235184992233	0.141440624134588	0.0011001100110011	7958	0.0740740740740741	1799	0.00836167272245023	40	0.00111028867505551	0.7285	-0.9739	0.979923658080223	1	0.585761307048027	0.88	0.5	0.00153398078788574	0.1699776934414	5.20749310339852e-13	0.999999999999749
"1239"	289	10	3	-0.224574041090783	-0.52491507449326	1	3	0.0033088405958018	0.883769737784899	0.877887788778878	15	0.0625	10	0.131321781993852	2	0.000495540138751239	0.41115	-0.1835	0.27498884592595	6	2.11801113450043	0.88	0.78	1.36179144444557	1.11032684182122	8.84363693387513e-15	1.00000000000001	-6.61952035062374	-2.95772264525127	358	5883	0.00102121327668587	19.220750688039	0.0015001500150015	4834	0.166666666666667	0	0.00139376779675576	40	0.00133904659882164	0.5884	-0.9105	0.635616816017649	1	0.69408545593995	0.4	0.3	0.159150506743146	0.318515288897026	-1.63751923132338e-13	1.0000000000001
"1240"	329	10	3	-0.257202966283673	-0.536105395724754	1	2	0.00188701860303139	0.760249617739428	0.875987598759876	15	0.0625	5	0.129373491713803	1	0.000443852640923213	0.39825	-0.1842	0.269811275865159	7	2.11306571771045	0.86	0.76	1.38211668988505	1.1080463214073	4.43023118190666e-15	1.00000000000002	-0.64684048589952	0.29813292293891	933	8415	0.0868125499075213	0.133597961544971	0.0013001300130013	8414	0.166666666666667	1285	0.00860025595455869	40	0.00054525627044711	0.7922	-0.9959	0.981295753079185	1	1.06878306754352	0.88	0.86	0.00115048559091431	0.0636391061997311	-6.93904667059542e-13	1.00000000000002
"1241"	369	10	3	-0.157747999244016	-0.485261218109348	1	2	0.00145183949546771	0.831109599857504	0.868286828682868	12	0.226666666666667	8	0.12555920481332	1	0.000542593597395551	0.35425	-0.18475	0.267102519800352	7	2.11542167434594	0.88	0.8	1.4177817432034	1.11005884492984	5.43709521849678e-16	0.999999999999986	-8.97397301425467	-4.28812857848585	1	9027	0	50.4741012364501	0.001000100010001	8804	0.0740740740740741	0	0.00160349785224067	40	0.00066334991708126	0.814	-0.9768	0.344368089270232	1	0.621304080966941	0.36	0.82	1.10830111924745	0.348385905555208	-2.65314048508714e-13	1.00000000000011
"1242"	10	11	3	-0.352177436250209	-0.63274752038377	1	3	0.00209936346934396	0.735641067696872	0.908590859085909	15	0.125	7	0.132412201890876	2	0.000438020148926851	0.3251	-0.1928	0.277453129127989	7	2.14507265194776	0.88	0.78	1.32996134309694	1.11227682322623	-8.51196890749861e-15	0.999999999999987	-2.21638394701718	-0.671511552898018	129	6911	0.0361804888746056	0.349868332917729	0.0012001200120012	6910	0.0740740740740741	2888	0.00659590227708785	40	0.000984574991795208	0.9815	-0.9799	0.9180256944562	1	0.568780848336004	0.62	0.48	0.00997087512125732	0.241333193418392	5.23340015767815e-13	0.999999999999912
"1243"	50	11	3	-0.391503175518983	-0.670964422070316	1	2	0.00266016554106694	0.696515773191687	0.919291929192919	13	0.0416666666666667	6	0.139003440751477	1	0.000455373406193078	0.3645	-0.20595	0.293432408982919	6	2.14760234042146	0.84	0.78	1.29007784261191	1.10147978977518	5.54993828671968e-15	1	-4.90411491654499	-2.28111795280926	12	6394	0.00536700072395852	3.72095073222297	0.0018001800180018	6393	0.166666666666667	0	0.000106427925615459	10	0.000843644544431946	0.5833	-0.9808	0.763554894668415	1	0.654702398709137	0.16	0.12	0.116966035076288	0.294904522743183	-2.82546397389893e-13	1.00000000000011
"1244"	90	11	3	-0.384320554361672	-0.663857800559244	1	4	0.00186060316681432	0.701922368356585	0.915591559155916	20	0.0625	9	0.132612561531162	3	0.000484027105517909	0.34895	-0.2132	0.287781568314233	6	2.14759283476065	0.88	0.7	1.27742250111185	1.10715397358022	-2.80320211487606e-15	0.999999999999983	-1.41683184844747	-0.397445664416381	227	7740	0.0297137112191188	0.104298540079243	0.0014001400140014	7739	0.0740740740740741	1683	0.0118104738799303	40	0.00162284972411555	0.6873	-0.9951	0.978270134759722	1	0.622252211223355	0.54	0.48	0.00882038953034302	0.144509852633583	-5.25684096253087e-13	0.99999999999988
"1245"	130	11	3	-0.385256392810497	-0.66691793965711	1	3	0.00219650521237923	0.756907852369727	0.917191719171917	11	0.104166666666667	5	0.147999268247681	2	0.000453720508166969	0.2911	-0.2244	0.289051643399309	7	2.15180679082324	0.88	0.78	1.25211181811174	1.11049035713882	-3.27127214205802e-15	1.00000000000001	-1.86782398890898	-0.7206120938888	425	7698	0.066645930506138	0.0381569343630822	0.0014001400140014	7697	0.111111111111111	1640	0.0463928698000441	40	0.00140548137737175	0.3289	-0.9879	0.960443505544458	1	0	0.12	0.38	0.00268446637880005	0.142528086697239	-7.7340237547574e-13	0.999999999999921
"1246"	170	11	3	-0.342182262887239	-0.639112466404332	1	2	0.00237242247843861	0.799697686828552	0.917291729172917	15	0.08	2	0.131215104978903	1	0.000504540867810293	0.3686	-0.1854	0.286356138059078	8	2.14485010632019	0.86	0.76	1.27627201552094	1.10899990013794	-3.96858101936459e-15	1	-3.23148171496167	-1.32620544625237	20	7781	0.0138229695454533	0.236848675168038	0.0013001300130013	7780	0.0625	2124	0.0194510424323305	40	0.00180505415162455	0.8124	-0.9905	0.916185288233829	1	0.535174762924175	0.3	0.86	0.0410339860759436	0.168335462232687	8.2339612905713e-13	0.99999999999993
"1247"	210	11	3	-0.398211238823999	-0.672828483098065	1	3	0.00326907891360925	0.689525216867704	0.918691869186919	14	0.0625	13	0.13685599006404	2	0.000467945718296678	0.3791	-0.2076	0.30089171702019	7	2.14715107835367	0.88	0.82	1.21913123117219	1.10097549114928	2.26620944232536e-15	1	-5.46320131734592	-2.43724541209264	223	5255	0.00102121327668587	4.45905217617926	0.0016001600160016	4744	0.166666666666667	0	0.000247478671730623	40	0.0009214466712739	0.5256	-0.9607	0.745234374341815	1	0.99810725827159	0.66	0.34	0.0214757310304004	0.388779573088491	5.31499777522981e-13	1.00000000000002
"1248"	250	11	3	-0.336289879724679	-0.640890727278398	1	4	0.00240303915672957	0.688311652496004	0.915991599159916	17	0.166666666666667	4	0.131033321367204	3	0.00044543429844098	0.3702	-0.199	0.294656108245527	7	2.14956945591428	0.86	0.76	1.26591764520271	1.10415707932738	-1.25256749416991e-15	1	-3.02674769378676	-1.21717564510892	255	7856	0.00892974990108871	0.303763695421845	0.0024002400240024	7855	0.166666666666667	1974	0.0134039744223431	13	0.00326312666864432	0.6405	-0.9908	0.937824356812279	1	0.939503765025358	0.18	0.18	0.00728640874245728	0.136987796307431	-2.40684783214817e-13	1.00000000000001
"1249"	290	11	3	-0.419551399012659	-0.682892382675723	1	5	0.00236388288304019	0.617958856458745	0.916891689168917	19	0.111111111111111	5	0.14661451308242	4	0.000391236306729264	0.3389	-0.2153	0.290643422045218	7	2.14851040929854	0.88	0.8	1.27205356835425	1.10131063126341	8.67452776276423e-15	1.00000000000001	-2.44417610663851	-1.01112104143308	17	5515	0.0261397980208951	0.518910358691046	0.0013001300130013	5513	0.166666666666667	0	0.00247357301590724	7	0.00068259385665529	0.7538	-0.9601	0.951692970458342	1	1.0687625929392	0.4	0.12	0.0598252507275439	0.225179798771797	8.09011579949725e-13	0.999999999999714
"1250"	330	11	3	-0.32499938962032	-0.631461886967569	1	3	0.00286935779601246	0.815706305494984	0.914591459145915	13	0.0625	4	0.133561522189264	2	0.000455996352029184	0.3234	-0.21595	0.292995334749439	10	2.14389869656139	0.82	0.72	1.27128657796031	1.10707271170759	7.13279435515801e-15	0.999999999999995	-2.57820707865082	-0.957354688982518	78	7152	0.038429532551892	0.180765521201777	0.0018001800180018	5843	0.166666666666667	0	0.0187240962548331	12	0.00172796840286349	0.7153	-0.9777	0.940224401981694	1	1.08553645724842	0.66	0.7	0.0157233030758289	0.172426824052187	8.81307027356115e-14	1.00000000000004
"1251"	370	11	3	-0.341225087915227	-0.643170237077381	1	5	0.00169272042336544	0.790455760796035	0.92019201920192	14	0.08	7	0.130945115910774	4	0.000506329113924051	0.3282	-0.1974	0.282797112878809	8	2.14425942901646	0.88	0.8	1.28010696749065	1.11200802670791	1.51830770178663e-15	0.999999999999981	-0.798883256341266	-0.0583622020892554	266	5950	0.134791248446137	0.0118747345714581	0.0017001700170017	5420	0.166666666666667	0	0.0743103835826004	40	0.00126454223571067	0.5951	-0.9713	0.98841512086354	1	0.684376197804092	0.78	0.12	0.00383495196971436	0.0757234447468639	-2.51487985991616e-13	0.999999999999828
"1252"	11	12	3	0.116935261654631	-0.222996132522915	1	1	0.00332215103242607	0.64532385046866	0.658965896589659	9	0.0361955554157943	7	0.0897994542456864	5	1	0.455	-0.129	0.222752973570172	6	1.62823640320793	0.82	0.78	1.64711187099232	1.12316841656986	-9.60403423455602e-15	1.00000000000002	-0.907958859000256	-0.18645532600761	458	5201	0.242276040503258	0.00816438493898683	0.001000100010001	5200	0.166666666666667	0	0.0955477253767475	40	0.000929152148664344	0.48	-0.936	0.987386391140883	1	0.693290499669822	0.12	0.88	0.00268446637880005	0.0746597779579516	4.75280947931367e-13	1.00000000000035
"1253"	51	12	3	0.0764636414191643	-0.256719466211377	1	1	0.00177760024375493	0.709966518662865	0.688868886888689	9	0.0304330329689301	7	0.0859305581686731	2	1	0.4515	-0.1352	0.21125633970307	6	1.70212925886484	0.88	0.78	1.61528176964369	1.13934968134972	1.58418334006427e-14	0.999999999999998	0.166436388611727	-0.41477769049566	1403	7412	0.467310141596399	0.0245091283658733	0.0011001100110011	2792	0.166666666666667	0	0.0239279558517223	40	0.000832408435072142	0.7413	-0.6391	0.992574493625047	1	1.09366130011046	0.64	0.88	0.00115048559091431	0.0852729702788394	4.86698015222942e-13	1.00000000000004
"1254"	91	12	3	0.0824358181048808	-0.255148828139834	1	1	0.00162325617200737	0.870564706524364	0.703470347034703	9	0.0289927149197235	3	0.0822118230884362	2	1	0.4396	-0.1161	0.21335804665798	6	1.72944343668045	0.82	0.82	1.63292254870437	1.13900103680403	1.70045089120663e-15	1.00000000000002	-2.26640231128421	-0.857474287159036	171	9097	0.0554852181173859	0.540147663399244	0.0014001400140014	9096	0.0740740740740741	799	0.00174963543085299	40	0.000640614990390775	0.6509	-0.9896	0.95476804101012	1	0.795036310164156	0.66	0.78	0.00613592315154297	0.0874275046031024	2.15733297892484e-13	1.00000000000002
"1255"	131	12	3	0.287535993576062	-0.149673827579796	1	1	0.000981054583546077	0.724079514102598	0.695469546954695	8	0.0306684333799917	6	0.071330520684837	4	1	0.4222	-0.1309	0.207498121828712	5	1.69848646076439	0.84	0.74	1.691597313841	1.1308969056677	-1.4176004814459e-14	1.00000000000003	-1.43133289254325	-0.305524189558124	323	9148	0.0335530100465017	0.103403061417837	0.001000100010001	9112	0.166666666666667	799	0.0133176910207181	40	0.00076413652572593	0.6072	-0.9947	0.965499242388736	1	0.789690469596978	0.6	0.88	0.00498543756062866	0.110131976684895	-5.40206390731157e-13	1.00000000000006
"1256"	171	12	3	0.0154402495263227	-0.288949144912064	1	1	0.00224203021284617	0.655910336909317	0.701070107010701	8	0.0299822028074061	8	0.0920210524858499	2	1	0.394	-0.1196	0.217508208604394	6	1.71201747270727	0.88	0.76	1.66628663084089	1.12886687972814	-1.65800817519823e-14	0.999999999999937	-3.03602085835461	-1.38735006683321	198	8108	0.0385798287626698	0.585147965637053	0.0009000900090009	8107	0.106666666666667	1619	0.00348156108334753	40	0.00106439595529537	0.1893	-0.9728	0.940323716635258	1	0	0.72	0.68	0.00728640874245728	0.109480177367713	-3.51595452752207e-13	1.00000000000015
"1257"	211	12	3	0.0902455688698086	-0.252952261324993	1	1	0.00109035786177535	0.845499218860637	0.708270827082708	8	0.0275526169145234	3	0.0885389118848419	2	1	0.3563	-0.1184	0.20594560873746	6	1.74892137008005	0.76	0.7	1.6593837172954	1.14130849695938	-3.88957754893227e-15	1	-0.1245529479754	0.221181940505911	1461	7150	0.661143320174504	0.0012247572240718	0.0012001200120012	7149	0.111111111111111	2791	0.194723268553566	40	0.000761904761904762	0.2851	-0.8818	0.997524723494478	1	0	0.62	0.12	0.000766990393942871	0.036810227302279	-7.52091744438133e-13	1.00000000000002
"1258"	251	12	3	0.203795182310787	-0.192044319294611	1	1	0.00112850285928496	0.785040999024128	0.702270227022702	7	0.0285166930534438	4	0.0699525301691059	3	1	0.425	-0.1242	0.209277607087258	6	1.72945009282115	0.88	0.8	1.67932546753792	1.12795931511233	-1.91896054602125e-14	0.99999999999999	-1.19591341269099	-0.00666581197253002	938	6115	0.0334770347870754	0.239697460942076	0.0012001200120012	3884	0.166666666666667	2084	0.00582802825671726	40	0.000533475593491598	0.6116	-0.7863	0.960310692283374	1	1.03752953644695	0.12	0.82	0.00306796157577148	0.186460765377698	-1.31083144339073e-14	1.00000000000001
"1259"	291	12	3	0.108214317314677	-0.23974092286006	1	1	0.00175543840639873	0.726856256253522	0.695069506950695	8	0.0297949686957895	4	0.0834363050397022	3	1	0.38005	-0.1193	0.210533948333056	6	1.71283914687163	0.86	0.8	1.6969662465986	1.13122028133554	-1.20439158646235e-14	0.99999999999997	-1.10889646055819	-0.150007730220254	687	8450	0.0374471281009526	0.0579291721954345	0.0014001400140014	8449	0.166666666666667	862	0.0238120042874999	40	0.000762970498474059	0.7131	-0.9553	0.981082674744156	1	0.896422543926361	0.56	0.88	0.00191747598485718	0.0799910057692269	3.96650645662078e-13	1.00000000000008
"1260"	331	12	3	0.18646422271109	-0.202236253815771	1	1	0.00134132207863016	0.737514623165707	0.708370837083708	9	0.0275485561024016	3	0.0870045760501392	2	1	0.4084	-0.12735	0.221549474750643	6	1.74055446630507	0.86	0.84	1.64135944303774	1.13217139976495	1.25677634965626e-14	0.999999999999971	-2.33498213022393	-0.832292697343302	1210	5712	0.011686193859897	0.225081364545652	0.001000100010001	5711	0.166666666666667	0	0.011682373836065	40	0.000816993464052288	0.4289	-0.9584	0.942213965788509	1	0.668331196036722	0.24	0.86	0.000766990393942871	0.180392262746311	-6.89811585630196e-13	0.999999999999914
"1261"	371	12	3	0.117733775067484	-0.235951801134749	1	1	0.00193759383722307	0.667636771796094	0.703470347034703	8	0.0289160295834231	10	0.0865468050844044	2	1	0.4275	-0.1264	0.213952664189852	5	1.72446888825374	0.88	0.78	1.67165556359849	1.13017835762319	-7.51509965368768e-15	0.999999999999983	-0.572116204385805	0.338760822058937	1217	5291	0.103504784579389	0.147722301577381	0.0011001100110011	4708	0.166666666666667	1786	0.00608534136443459	40	0.00102643058763151	0.5292	-0.8002	0.977022097017961	1	0.921608504827259	0.36	0.84	0.00115048559091431	0.146670152127199	9.36247523952716e-13	0.999999999999941
"1262"	12	13	3	0.0696839058449252	-0.299369753278015	1	1	0.00145473242521458	0.897677232931996	0.772077207720772	9	0.014362192294837	6	0.0857813823556349	3	1	0.41615	-0.1499	0.222191225162721	5	1.94294627048204	0.88	0.78	1.60377691373454	1.12800446935476	2.02280414640654e-14	0.999999999999988	-7.01739350118875	-3.49887137160126	2	9956	0	31.1738352951453	0.0004000400040004	9955	0.333333333333333	0	0.00153528309181843	1	0.0227272727272727	0.00449999999999995	-0.9997	0.414669609826556	1	0	0.58	0.36	0.785014668200529	0.50592795475585	-3.89938706324422e-15	0.99999999999994
"1263"	52	13	3	-0.0557489126872507	-0.367808148159826	1	1	0.00149032112505587	0.875387923230929	0.788478847884789	8	0.08	7	0.119007461238272	3	0.000597728631201434	0.4272	-0.1545	0.236149740981648	6	1.95812819218603	0.88	0.76	1.52209243677963	1.1226666351897	-1.03023811703906e-14	1	-8.81962382811084	-4.40102527711958	2	9990	0	14.4732838771843	0.0003000300030003	9989	0.333333333333333	0	0.00108347663813494	1	0.2	0.0011000000000001	-0.9997	0.396049686185845	1	0	0.34	0.12	0.848291375700815	0.431738741566461	1.3000100995697e-15	0.99999999999951
"1264"	92	13	3	-0.0916881532199905	-0.389751393759123	1	1	0.00196437676031765	0.830388054290866	0.794579457945795	13	0.104166666666667	6	0.121937525945534	4	0.000440140845070423	0.41735	-0.1618	0.231348880295297	6	1.97450942519769	0.86	0.8	1.57463127876471	1.12381509698117	3.44364536886133e-15	1	-2.87013036949577	-1.41773518693922	8	9988	0.00736785511252554	2.38753755996814	0.0003000300030003	9987	0.333333333333333	0	0.00144736486156133	40	0.0833333333333333	0.00130000000000008	-0.9987	0.908897120233028	1	0	0.34	0.12	0.14150972768246	0.359152325544165	-1.79717352111197e-18	0.999999999999697
"1265"	132	13	3	-0.0581483320127818	-0.368157499020862	1	1	0.00251849491178534	0.825147795907741	0.787278727872787	13	0.111111111111111	5	0.120949937152079	3	0.000395413206801107	0.4296	-0.1583	0.23948950356497	6	1.96664483574207	0.88	0.76	1.54011671103729	1.12168641789548	2.51692000574621e-15	0.999999999999979	-6.12008503803145	-3.04618714092733	4	9988	0.0074081341954435	8.08461293947824	0.0003000300030003	9987	0.333333333333333	0	0.000988639159585573	1	0.0833333333333333	0.00130000000000008	-0.9997	0.64706537393727	1	0	0.34	0.16	0.268830133076976	0.365497392556398	-7.06151803697708e-16	0.9999999999998
"1266"	172	13	3	-0.0768164038966035	-0.381986607846634	1	1	0.00369267127286856	0.843143463869327	0.791279127912791	12	0.208333333333333	3	0.123606484742708	2	0.00040983606557377	0.443	-0.1553	0.24005926182848	7	1.96094250601226	0.88	0.8	1.56581088923437	1.11947329984517	5.3037574332393e-16	1.00000000000005	-1.99454693651461	-0.972750350185404	16	9976	0.0149741815925078	0.853545664870695	0.0001000100010001	9975	0.333333333333333	0	0.00138744342949771	40	0.0416666666666667	0.00249999999999995	-0.9975	0.957094983803281	1	0	0.42	0.32	0.0709466114397156	0.254899052240259	-6.03629229933844e-15	1.00000000000029
